classname,method,docstring,annotations,method_definition
org.apache.commons.beanutils.bugs.Jira298TestCase,void testIssue_BEANUTILS_298_PropertyUtils_getProperty(),"/**
     * Test {@link PropertyUtils#getProperty(Object, String)}
     */",,"public void testIssue_BEANUTILS_298_PropertyUtils_getProperty() {
        final Object bean = Jira298BeanFactory.createImplX();
        Object result = null;
        try {
            result = PropertyUtils.getProperty(bean, ""name"");
        } catch (final Throwable t) {
            log.error(""Failed: "" + t.getMessage(), t);
            fail(""Threw exception: "" + t);
        }
        assertEquals(""BaseX name value"", result);
    }"
org.apache.commons.beanutils.bugs.Jira298TestCase,void testIssue_BEANUTILS_298_PropertyUtils_setProperty(),"/**
     * Test {@link PropertyUtils#setProperty(Object, String, Object)}
     */",,"public void testIssue_BEANUTILS_298_PropertyUtils_setProperty() {
        final Object bean = Jira298BeanFactory.createImplX();
        assertEquals(""BaseX name value"", ((IX)bean).getName());
        try {
            PropertyUtils.setProperty(bean, ""name"", ""new name"");
        } catch (final Throwable t) {
            log.error(""Failed: "" + t.getMessage(), t);
            fail(""Threw exception: "" + t);
        }
        assertEquals(""new name"", ((IX)bean).getName());
    }"
org.apache.commons.beanutils.bugs.Jira298TestCase,void testIssue_BEANUTILS_298_MethodUtils_getAccessibleMethod(),"/**
     * Test {@link MethodUtils#getAccessibleMethod(Class, Method)}
     */",,"public void testIssue_BEANUTILS_298_MethodUtils_getAccessibleMethod() {
        final Object bean = Jira298BeanFactory.createImplX();
        Object result = null;
        try {
            final Method m2 = MethodUtils.getAccessibleMethod(bean.getClass(), ""getName"", new Class[0]);
            result = m2.invoke(bean);
        } catch (final Throwable t) {
            log.error(""Failed: "" + t.getMessage(), t);
            fail(""Threw exception: "" + t);
        }
        assertEquals(""BaseX name value"", result);
    }"
org.apache.commons.beanutils.bugs.RootBean,getFile(),,,"public List getFile() {
        return file;
    }"
org.apache.commons.beanutils.bugs.RootBean,void setFile(final List file),,,"public void setFile(final List file) {
        this.file = file;
    }"
org.apache.commons.beanutils.bugs.RootBean,getFile(final int i),,,"public String getFile(final int i) {
        return (String) file.get(i);
    }"
org.apache.commons.beanutils.bugs.RootBean,"void setFile(final int i, final String file)",,"@SuppressWarnings(""unchecked"")","@SuppressWarnings(""unchecked"")
    public void setFile(final int i, final String file) {
        this.file.set(i, file);
    }"
org.apache.commons.beanutils.bugs.Jira358TestCase,void main(final String[] args),"/**
     * Run the Test.
     *
     * @param args Arguments
     */",,"public static void main(final String[] args) {
        junit.textui.TestRunner.run(suite());
    }"
org.apache.commons.beanutils.bugs.Jira358TestCase,suite(),"/**
     * Create a test suite for this test.
     *
     * @return a test suite
     */",,"public static Test suite() {
        return (new TestSuite(Jira358TestCase.class));
    }"
org.apache.commons.beanutils.bugs.Jira358TestCase,void setUp(),"/**
     * Set up.
     *
     * @throws java.lang.Exception
     */",,"@Override
    protected void setUp() throws Exception {
        super.setUp();
    }"
org.apache.commons.beanutils.bugs.Jira358TestCase,void tearDown(),"/**
     * Tear Down.
     *
     * @throws java.lang.Exception
     */",,"@Override
    protected void tearDown() throws Exception {
        super.tearDown();
    }"
org.apache.commons.beanutils.bugs.Jira358TestCase,void testPropertyUtils_getIndexedProperty_Array(),"/**
     * Test {@link PropertyUtils#getIndexedProperty(Object, String, int)}
     */",,"public void testPropertyUtils_getIndexedProperty_Array() throws Exception {

        final TestBean bean = new TestBean();
        try {
            PropertyUtils.getIndexedProperty(bean, ""intArray"", bean.getIntArray().length);
            fail(""Expected ArrayIndexOutOfBoundsException"");
        } catch (final ArrayIndexOutOfBoundsException e) {
            // expected result
        }
    }"
org.apache.commons.beanutils.bugs.Jira358TestCase,void testPropertyUtils_getIndexedProperty_List(),"/**
     * Test {@link PropertyUtils#getIndexedProperty(Object, String, int)}
     */",,"public void testPropertyUtils_getIndexedProperty_List() throws Exception {

        final TestBean bean = new TestBean();
        try {
            PropertyUtils.getIndexedProperty(bean, ""listIndexed"", bean.getListIndexed().size());
            fail(""Expected IndexOutOfBoundsException"");
        } catch (final IndexOutOfBoundsException e) {
            // expected result
        }
    }"
org.apache.commons.beanutils.bugs.Jira369TestCase,void main(final String[] args),"/**
     * Run the Test.
     *
     * @param args Arguments
     */",,"public static void main(final String[] args) {
        junit.textui.TestRunner.run(suite());
    }"
org.apache.commons.beanutils.bugs.Jira369TestCase,suite(),"/**
     * Create a test suite for this test.
     *
     * @return a test suite
     */",,"public static Test suite() {
        return (new TestSuite(Jira369TestCase.class));
    }"
org.apache.commons.beanutils.bugs.Jira369TestCase,void setUp(),"/**
     * Set up.
     *
     * @throws java.lang.Exception
     */",,"@Override
    protected void setUp() throws Exception {
        super.setUp();
    }"
org.apache.commons.beanutils.bugs.Jira369TestCase,void tearDown(),"/**
     * Tear Down.
     *
     * @throws java.lang.Exception
     */",,"@Override
    protected void tearDown() throws Exception {
        super.tearDown();
    }"
org.apache.commons.beanutils.bugs.Jira369TestCase,void testBeanUtilsGetProperty_aRatedCd(),"/**
     * Test {@link BeanUtils} getProperty() for property ""aRatedCd"".
     */",,"public void testBeanUtilsGetProperty_aRatedCd() throws Exception {
        final TestBean bean = new TestBean();
        bean.setARatedCd(""foo"");

        try {
            assertEquals(""foo"", BeanUtils.getProperty(bean, ""aRatedCd""));
            fail(""Expected NoSuchMethodException"");
        } catch (final NoSuchMethodException e) {
            // expected result
        } catch (final Exception e) {
            fail(""Threw "" + e);
        }
    }"
org.apache.commons.beanutils.bugs.Jira369TestCase,void testBeanUtilsGetProperty_ARatedCd(),"/**
     * Test {@link BeanUtils} getProperty() for property ""ARatedCd"".
     */",,"public void testBeanUtilsGetProperty_ARatedCd() throws Exception {
        final TestBean bean = new TestBean();
        bean.setARatedCd(""foo"");
        try {
            assertEquals(""foo"", BeanUtils.getProperty(bean, ""ARatedCd""));
        } catch (final Exception e) {
            fail(""Threw "" + e);
        }
    }"
org.apache.commons.beanutils.bugs.Jira369TestCase,void testBeanUtilsGetProperty_bRatedCd(),"/**
     * Test {@link BeanUtils} getProperty() for property ""bRatedCd"".
     */",,"public void testBeanUtilsGetProperty_bRatedCd() throws Exception {
        final TestBean bean = new TestBean();
        bean.setbRatedCd(""foo"");
        try {
            assertEquals(""foo"", BeanUtils.getProperty(bean, ""bRatedCd""));
        } catch (final Exception e) {
            fail(""Threw "" + e);
        }
    }"
org.apache.commons.beanutils.bugs.Jira369TestCase.TestBean,getARatedCd(),,,"public String getARatedCd() {
            return aproperty;
        }"
org.apache.commons.beanutils.bugs.Jira369TestCase.TestBean,void setARatedCd(final String aproperty),,,"public void setARatedCd(final String aproperty) {
            this.aproperty = aproperty;
        }"
org.apache.commons.beanutils.bugs.Jira369TestCase.TestBean,getbRatedCd(),,,"public String getbRatedCd() {
            return bproperty;
        }"
org.apache.commons.beanutils.bugs.Jira369TestCase.TestBean,void setbRatedCd(final String bproperty),,,"public void setbRatedCd(final String bproperty) {
            this.bproperty = bproperty;
        }"
org.apache.commons.beanutils.bugs.Jira465TestCase,void changeValue(final Object bean),"/**
     * Changes the value of the test property.
     *
     * @param bean the bean to be updated
     */",,"private static void changeValue(final Object bean) {
        try {
            BeanUtils.setProperty(bean, PATH, NEW_VALUE);
        } catch (final Exception e) {
            fail(""Could not set property: "" + e);
        }
    }"
org.apache.commons.beanutils.bugs.Jira465TestCase,void testArrayProperty(),,,"public void testArrayProperty() throws InvocationTargetException,
            IllegalAccessException {
        final ArrayProp bean = new ArrayProp();
        changeValue(bean);
        assertEquals(""Wrong value"", NEW_VALUE, bean.getFoo()[0]);
    }"
org.apache.commons.beanutils.bugs.Jira465TestCase,void testArrayIndexedProperty(),,,"public void testArrayIndexedProperty() {
        final ArrayIndexedProp bean = new ArrayIndexedProp();
        changeValue(bean);
        assertEquals(""Wrong value"", NEW_VALUE, bean.getFoo(0));
    }"
org.apache.commons.beanutils.bugs.Jira465TestCase,void testListProperty(),,,"public void testListProperty() {
        final ListProp bean = new ListProp();
        changeValue(bean);
        assertEquals(""Wrong value"", NEW_VALUE, bean.getFoo().get(0));
    }"
org.apache.commons.beanutils.bugs.Jira465TestCase,void testListIndexedProperty(),,,"public void testListIndexedProperty() {
        final ListIndexedProp bean = new ListIndexedProp();
        changeValue(bean);
        assertEquals(""Wrong value"", NEW_VALUE, bean.getFoo(0));
    }"
org.apache.commons.beanutils.bugs.Jira465TestCase.ArrayProp,getFoo(),,,"public Object[] getFoo() {
            return foo;
        }"
org.apache.commons.beanutils.bugs.Jira465TestCase.ArrayProp,void setFoo(final Object[] foo),,,"public void setFoo(final Object[] foo) {
            this.foo = foo;
        }"
org.apache.commons.beanutils.bugs.Jira465TestCase.ArrayIndexedProp,getFoo(final int i),,,"public Object getFoo(final int i) {
            return foo[i];
        }"
org.apache.commons.beanutils.bugs.Jira465TestCase.ArrayIndexedProp,"void setFoo(final int i, final Object value)",,,"public void setFoo(final int i, final Object value) {
            this.foo[i] = value;
        }"
org.apache.commons.beanutils.bugs.Jira465TestCase.ListProp,getFoo(),,,"public List<String> getFoo() {
            return foo;
        }"
org.apache.commons.beanutils.bugs.Jira465TestCase.ListProp,void setFoo(final List<String> foo),,,"public void setFoo(final List<String> foo) {
            this.foo = foo;
        }"
org.apache.commons.beanutils.bugs.Jira465TestCase.ListIndexedProp,getFoo(final int i),,,"public String getFoo(final int i) {
            return foo.get(i);
        }"
org.apache.commons.beanutils.bugs.Jira465TestCase.ListIndexedProp,"void setFoo(final int i, final String value)",,,"public void setFoo(final int i, final String value) {
            this.foo.set(i, value);
        }"
