classname,method,docstring,method_definition
org.jsoup.helper.HttpConnection,postDataCharset(String charset),,"public Connection postDataCharset(String charset) {
        req.postDataCharset(charset);
        return this;
    }"
org.jsoup.helper.HttpConnection.Base,url(),,"public URL url() {
            if (url == UnsetUrl)
                throw new IllegalArgumentException(""URL not set. Make sure to call #url(...) before executing the request."");
            return url;
        }"
org.jsoup.helper.HttpConnection.Base,url(URL url),,"public T url(URL url) {
            Validate.notNullParam(url, ""url"");
            this.url = punyUrl(url); // if calling url(url) directly, does not go through encodeUrl, so we punycode it explicitly. todo - should we encode here as well?
            return (T) this;
        }"
org.jsoup.helper.HttpConnection.Base,method(),,"public Method method() {
            return method;
        }"
org.jsoup.helper.HttpConnection.Base,method(Method method),,"public T method(Method method) {
            Validate.notNullParam(method, ""method"");
            this.method = method;
            return (T) this;
        }"
org.jsoup.helper.HttpConnection.Base,header(String name),,"public String header(String name) {
            Validate.notNullParam(name, ""name"");
            List<String> vals = getHeadersCaseInsensitive(name);
            if (vals.size() > 0) {
                // https://www.w3.org/Protocols/rfc2616/rfc2616-sec4.html#sec4.2
                return StringUtil.join(vals, "", "");
            }

            return null;
        }"
org.jsoup.helper.HttpConnection.Base,"addHeader(String name, String value)",,"@Override
        public T addHeader(String name, String value) {
            Validate.notEmptyParam(name, ""name"");
            //noinspection ConstantConditions
            value = value == null ? """" : value;

            List<String> values = headers(name);
            if (values.isEmpty()) {
                values = new ArrayList<>();
                headers.put(name, values);
            }
            values.add(fixHeaderEncoding(value));

            return (T) this;
        }"
org.jsoup.helper.HttpConnection.Base,headers(String name),,"@Override
        public List<String> headers(String name) {
            Validate.notEmptyParam(name, ""name"");
            return getHeadersCaseInsensitive(name);
        }"
org.jsoup.helper.HttpConnection.Base,fixHeaderEncoding(String val),,"private static String fixHeaderEncoding(String val) {
            byte[] bytes = val.getBytes(ISO_8859_1);
            if (!looksLikeUtf8(bytes))
                return val;
            return new String(bytes, UTF_8);
        }"
org.jsoup.helper.HttpConnection.Base,looksLikeUtf8(byte[] input),,"private static boolean looksLikeUtf8(byte[] input) {
            int i = 0;
            // BOM:
            if (input.length >= 3
                && (input[0] & 0xFF) == 0xEF
                && (input[1] & 0xFF) == 0xBB
                && (input[2] & 0xFF) == 0xBF) {
                i = 3;
            }

            int end;
            for (int j = input.length; i < j; ++i) {
                int o = input[i];
                if ((o & 0x80) == 0) {
                    continue; // ASCII
                }

                // UTF-8 leading:
                if ((o & 0xE0) == 0xC0) {
                    end = i + 1;
                } else if ((o & 0xF0) == 0xE0) {
                    end = i + 2;
                } else if ((o & 0xF8) == 0xF0) {
                    end = i + 3;
                } else {
                    return false;
                }

                if (end >= input.length)
                    return false;

                while (i < end) {
                    i++;
                    o = input[i];
                    if ((o & 0xC0) != 0x80) {
                        return false;
                    }
                }
            }
            return true;
        }"
org.jsoup.helper.HttpConnection.Base,"header(String name, String value)",,"public T header(String name, String value) {
            Validate.notEmptyParam(name, ""name"");
            removeHeader(name); // ensures we don't get an ""accept-encoding"" and a ""Accept-Encoding""
            addHeader(name, value);
            return (T) this;
        }"
org.jsoup.helper.HttpConnection.Base,hasHeader(String name),,"public boolean hasHeader(String name) {
            Validate.notEmptyParam(name, ""name"");
            return !getHeadersCaseInsensitive(name).isEmpty();
        }"
org.jsoup.helper.HttpConnection.Base,"hasHeaderWithValue(String name, String value)","/**
         * Test if the request has a header with this value (case insensitive).
         */","public boolean hasHeaderWithValue(String name, String value) {
            Validate.notEmpty(name);
            Validate.notEmpty(value);
            List<String> values = headers(name);
            for (String candidate : values) {
                if (value.equalsIgnoreCase(candidate))
                    return true;
            }
            return false;
        }"
org.jsoup.helper.HttpConnection.Base,removeHeader(String name),,"public T removeHeader(String name) {
            Validate.notEmptyParam(name, ""name"");
            Map.Entry<String, List<String>> entry = scanHeaders(name); // remove is case-insensitive too
            if (entry != null)
                headers.remove(entry.getKey()); // ensures correct case
            return (T) this;
        }"
org.jsoup.helper.HttpConnection.Base,headers(),,"public Map<String, String> headers() {
            LinkedHashMap<String, String> map = new LinkedHashMap<>(headers.size());
            for (Map.Entry<String, List<String>> entry : headers.entrySet()) {
                String header = entry.getKey();
                List<String> values = entry.getValue();
                if (values.size() > 0)
                    map.put(header, values.get(0));
            }
            return map;
        }"
org.jsoup.helper.HttpConnection.Base,multiHeaders(),,"@Override
        public Map<String, List<String>> multiHeaders() {
            return headers;
        }"
org.jsoup.helper.HttpConnection.Base,getHeadersCaseInsensitive(String name),,"private List<String> getHeadersCaseInsensitive(String name) {
            Validate.notNull(name);

            for (Map.Entry<String, List<String>> entry : headers.entrySet()) {
                if (name.equalsIgnoreCase(entry.getKey()))
                    return entry.getValue();
            }

            return Collections.emptyList();
        }"
org.jsoup.helper.HttpConnection.Base,scanHeaders(String name),,"private @Nullable Map.Entry<String, List<String>> scanHeaders(String name) {
            String lc = lowerCase(name);
            for (Map.Entry<String, List<String>> entry : headers.entrySet()) {
                if (lowerCase(entry.getKey()).equals(lc))
                    return entry;
            }
            return null;
        }"
org.jsoup.helper.HttpConnection.Base,cookie(String name),,"public String cookie(String name) {
            Validate.notEmptyParam(name, ""name"");
            return cookies.get(name);
        }"
org.jsoup.helper.HttpConnection.Base,"cookie(String name, String value)",,"public T cookie(String name, String value) {
            Validate.notEmptyParam(name, ""name"");
            Validate.notNullParam(value, ""value"");
            cookies.put(name, value);
            return (T) this;
        }"
org.jsoup.helper.HttpConnection.Base,hasCookie(String name),,"public boolean hasCookie(String name) {
            Validate.notEmptyParam(name, ""name"");
            return cookies.containsKey(name);
        }"
